split,date_range,start_date,end_date,#,Season,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,updated_at
vs_lhp,last_7,2026-4-13,2026-4-20,7,2026.0,CLE,71.0,12.7%,16.9%,0.8,0.283,0.366,0.533,0.9,0.25,0.283,12.0,4.1,0.386,153.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,8,2026.0,PIT,82.0,2.4%,29.3%,0.1,0.338,0.354,0.513,0.866,0.175,0.453,14.0,4.2,0.383,140.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,9,2026.0,LAA,92.0,8.7%,20.7%,0.4,0.235,0.319,0.481,0.8,0.247,0.232,13.0,2.6,0.351,126.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,10,2026.0,ATL,77.0,6.5%,23.4%,0.3,0.282,0.338,0.451,0.788,0.169,0.353,11.0,2.0,0.352,122.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,11,2026.0,LAD,39.0,15.4%,28.2%,0.5,0.233,0.395,0.4,0.795,0.167,0.333,5.0,0.9,0.36,122.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,12,2026.0,TBR,82.0,11.0%,22.0%,0.5,0.271,0.363,0.4,0.763,0.129,0.353,11.0,1.7,0.348,119.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,13,2026.0,MIN,118.0,13.6%,14.4%,0.9,0.227,0.356,0.392,0.748,0.165,0.244,16.0,2.3,0.343,117.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,14,2026.0,COL,46.0,4.3%,30.4%,0.1,0.279,0.326,0.465,0.791,0.186,0.37,7.0,1.2,0.351,111.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,15,2026.0,HOU,56.0,12.5%,8.9%,1.4,0.217,0.304,0.435,0.738,0.217,0.19,7.0,0.1,0.32,106.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,16,2026.0,SEA,51.0,5.9%,23.5%,0.3,0.208,0.255,0.417,0.672,0.208,0.212,5.0,-0.8,0.297,95.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,17,2026.0,SFG,69.0,4.3%,21.7%,0.2,0.273,0.304,0.364,0.668,0.091,0.34,7.0,-0.8,0.295,93.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,18,2026.0,BAL,82.0,13.4%,26.8%,0.5,0.203,0.317,0.333,0.65,0.13,0.261,9.0,-1.0,0.302,92.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,19,2026.0,TOR,18.0,5.6%,22.2%,0.3,0.294,0.333,0.294,0.627,0.0,0.385,2.0,-0.4,0.291,92.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,20,2026.0,WSN,60.0,3.3%,33.3%,0.1,0.228,0.267,0.421,0.688,0.193,0.314,6.0,-0.7,0.304,92.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,21,2026.0,ATH,93.0,15.1%,23.7%,0.6,0.208,0.33,0.325,0.654,0.117,0.278,10.0,-1.3,0.302,88.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,22,2026.0,SDP,30.0,6.7%,26.7%,0.3,0.222,0.3,0.333,0.633,0.111,0.316,3.0,-0.6,0.292,87.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,23,2026.0,TEX,66.0,15.2%,22.7%,0.7,0.2,0.318,0.291,0.609,0.091,0.268,6.0,-1.6,0.288,83.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,24,2026.0,DET,117.0,11.1%,19.7%,0.6,0.192,0.282,0.317,0.599,0.125,0.228,10.0,-3.8,0.277,74.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,25,2026.0,PHI,127.0,7.9%,22.8%,0.3,0.202,0.283,0.325,0.608,0.123,0.244,11.0,-3.7,0.281,73.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,26,2026.0,CIN,34.0,14.7%,29.4%,0.5,0.107,0.265,0.321,0.586,0.214,0.063,3.0,-1.1,0.276,70.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,27,2026.0,MIL,42.0,11.9%,28.6%,0.4,0.206,0.3,0.235,0.535,0.029,0.304,3.0,-1.9,0.257,65.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,28,2026.0,KCR,66.0,4.5%,16.7%,0.3,0.222,0.258,0.286,0.543,0.063,0.255,4.0,-3.6,0.248,55.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,29,2026.0,BOS,67.0,7.5%,34.3%,0.2,0.164,0.239,0.279,0.517,0.115,0.243,4.0,-4.1,0.24,48.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,30,2026.0,NYM,52.0,0.0%,21.2%,0.0,0.137,0.137,0.137,0.275,0.0,0.175,-2.0,-7.9,0.124,-22.0,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
vs_lhp,last_7,2026-4-13,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,1,2026.0,LAD,615.0,8.9%,21.8%,0.4,0.293,0.357,0.502,0.859,0.209,0.335,100.0,28.0,0.376,138.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,2,2026.0,ATL,563.0,8.7%,19.9%,0.4,0.276,0.343,0.46,0.802,0.183,0.312,83.0,17.1,0.357,125.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,3,2026.0,HOU,635.0,12.4%,20.3%,0.6,0.256,0.353,0.42,0.774,0.165,0.304,89.0,14.8,0.347,122.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,4,2026.0,NYY,586.0,13.7%,24.1%,0.6,0.232,0.34,0.417,0.757,0.184,0.282,79.0,10.3,0.34,118.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,5,2026.0,TEX,630.0,9.8%,23.0%,0.4,0.255,0.333,0.426,0.759,0.171,0.305,83.0,9.7,0.338,116.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,6,2026.0,MIL,568.0,13.4%,20.8%,0.6,0.246,0.351,0.404,0.755,0.157,0.295,76.0,9.6,0.34,114.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,7,2026.0,SEA,636.0,11.9%,24.4%,0.5,0.229,0.338,0.373,0.711,0.144,0.289,78.0,4.0,0.326,113.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,8,2026.0,PIT,609.0,11.5%,22.2%,0.5,0.248,0.349,0.406,0.755,0.158,0.301,81.0,10.4,0.34,112.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,9,2026.0,DET,643.0,9.3%,22.6%,0.4,0.254,0.329,0.401,0.731,0.148,0.312,81.0,5.7,0.329,109.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,10,2026.0,MIA,568.0,8.3%,21.8%,0.4,0.264,0.333,0.41,0.743,0.146,0.322,73.0,7.0,0.334,108.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,11,2026.0,LAA,654.0,12.1%,25.4%,0.5,0.22,0.328,0.395,0.724,0.175,0.265,82.0,5.5,0.329,107.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,12,2026.0,TBR,579.0,8.6%,18.1%,0.5,0.259,0.332,0.391,0.723,0.132,0.299,71.0,3.5,0.326,106.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,13,2026.0,CHC,549.0,11.7%,20.4%,0.6,0.243,0.336,0.374,0.711,0.131,0.285,66.0,2.3,0.324,104.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,14,2026.0,MIN,450.0,11.1%,24.7%,0.5,0.23,0.322,0.395,0.718,0.165,0.271,54.0,1.9,0.323,104.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,15,2026.0,PHI,517.0,8.1%,22.2%,0.4,0.244,0.317,0.413,0.73,0.168,0.287,64.0,4.0,0.328,104.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,16,2026.0,SDP,658.0,9.9%,20.7%,0.5,0.234,0.313,0.382,0.695,0.149,0.273,74.0,-2.6,0.313,99.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,17,2026.0,ATH,584.0,10.4%,24.3%,0.4,0.242,0.325,0.382,0.707,0.14,0.301,69.0,0.4,0.319,99.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,18,2026.0,WSN,614.0,8.3%,18.6%,0.4,0.243,0.32,0.386,0.706,0.143,0.276,71.0,-0.2,0.317,99.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,19,2026.0,BAL,641.0,10.0%,25.3%,0.4,0.228,0.31,0.374,0.684,0.146,0.286,71.0,-4.2,0.31,97.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,20,2026.0,TOR,631.0,7.0%,20.0%,0.3,0.25,0.304,0.394,0.698,0.144,0.292,70.0,-3.7,0.31,97.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,21,2026.0,CLE,590.0,10.7%,22.9%,0.5,0.215,0.308,0.368,0.677,0.153,0.258,65.0,-4.0,0.309,97.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,22,2026.0,STL,578.0,10.6%,21.6%,0.5,0.223,0.32,0.355,0.675,0.132,0.265,63.0,-4.9,0.308,94.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,23,2026.0,BOS,595.0,8.9%,25.0%,0.4,0.234,0.318,0.347,0.664,0.112,0.307,63.0,-6.1,0.305,88.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,24,2026.0,COL,672.0,8.3%,25.3%,0.3,0.24,0.311,0.398,0.709,0.158,0.3,79.0,0.6,0.32,86.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,25,2026.0,KCR,542.0,9.4%,23.1%,0.4,0.222,0.3,0.356,0.656,0.134,0.269,55.0,-8.4,0.298,85.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,26,2026.0,ARI,550.0,6.7%,23.3%,0.3,0.226,0.28,0.383,0.663,0.157,0.276,55.0,-9.5,0.296,84.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,27,2026.0,SFG,560.0,5.4%,20.7%,0.3,0.24,0.284,0.355,0.639,0.115,0.289,52.0,-13.8,0.287,81.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,28,2026.0,NYM,613.0,7.7%,21.2%,0.4,0.231,0.292,0.332,0.624,0.101,0.283,55.0,-16.2,0.283,80.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,29,2026.0,CHW,597.0,10.7%,24.6%,0.4,0.203,0.302,0.317,0.619,0.114,0.256,55.0,-15.1,0.286,79.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,30,2026.0,CIN,628.0,11.8%,24.2%,0.5,0.204,0.302,0.311,0.613,0.107,0.258,57.0,-16.4,0.285,72.0,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,of,,,,,,,,,,,,,,,,,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,1,,,,,,,,,,,,,,,,,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,Page Size:,,,,,,,,,,,,,,,,,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,30,,,,,,,,,,,,,,,,,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,50,,,,,,,,,,,,,,,,,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,100,,,,,,,,,,,,,,,,,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,200,,,,,,,,,,,,,,,,,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,Infinity,,,,,,,,,,,,,,,,,2026-04-20
vs_rhp,season,2026-3-18,2026-4-20,1 - 30 of 30 results,,,,,,,,,,,,,,,,,2026-04-20
vs_rhp,last_30,2026-3-21,2026-4-20,1,2026.0,LAD,615.0,8.9%,21.8%,0.4,0.293,0.357,0.502,0.859,0.209,0.335,100.0,28.0,0.376,138.0,2026-04-20
vs_rhp,last_30,2026-3-21,2026-4-20,2,2026.0,ATL,563.0,8.7%,19.9%,0.4,0.276,0.343,0.46,0.802,0.183,0.312,83.0,17.1,0.357,125.0,2026-04-20
vs_rhp,last_30,2026-3-21,2026-4-20,3,2026.0,HOU,635.0,12.4%,20.3%,0.6,0.256,0.353,0.42,0.774,0.165,0.304,89.0,14.8,0.347,122.0,2026-04-20
vs_rhp,last_30,2026-3-21,2026-4-20,4,2026.0,NYY,586.0,13.7%,24.1%,0.6,0.232,0.34,0.417,0.757,0.184,0.282,79.0,10.3,0.34,118.0,2026-04-20
vs_rhp,last_30,2026-3-21,2026-4-20,5,2026.0,TEX,630.0,9.8%,23.0%,0.4,0.255,0.333,0.426,0.759,0.171,0.305,83.0,9.7,0.338,116.0,2026-04-20
vs_rhp,last_30,2026-3-21,2026-4-20,6,2026.0,MIL,568.0,13.4%,20.8%,0.6,0.246,0.351,0.404,0.755,0.157,0.295,76.0,9.6,0.34,114.0,2026-04-20
vs_rhp,last_30,2026-3-21,2026-4-20,7,2026.0,SEA,636.0,11.9%,24.4%,0.5,0.229,0.338,0.373,0.711,0.144,0.289,78.0,4.0,0.326,113.0,2026-04-20
vs_rhp,last_30,2026-3-21,2026-4-20,8,2026.0,PIT,609.0,11.5%,22.2%,0.5,0.248,0.349,0.406,0.755,0.158,0.301,81.0,10.4,0.34,112.0,2026-04-20
vs_rhp,last_30,2026-3-21,2026-4-20,9,2026.0,DET,643.0,9.3%,22.6%,0.4,0.254,0.329,0.401,0.731,0.148,0.312,81.0,5.7,0.329,109.0,2026-04-20
vs_rhp,last_30,2026-3-21,2026-4-20,10,2026.0,MIA,568.0,8.3%,21.8%,0.4,0.264,0.333,0.41,0.743,0.146,0.322,73.0,7.0,0.334,108.0,2026-04-20
vs_rhp,last_30,2026-3-21,2026-4-20,11,2026.0,LAA,654.0,12.1%,25.4%,0.5,0.22,0.328,0.395,0.724,0.175,0.265,82.0,5.5,0.329,107.0,2026-04-20
vs_rhp,last_30,2026-3-21,2026-4-20,12,2026.0,TBR,579.0,8.6%,18.1%,0.5,0.259,0.332,0.391,0.723,0.132,0.299,71.0,3.5,0.326,106.0,2026-04-20
vs_rhp,last_30,2026-3-21,2026-4-20,13,2026.0,CHC,549.0,11.7%,20.4%,0.6,0.243,0.336,0.374,0.711,0.131,0.285,66.0,2.3,0.324,104.0,2026-04-20
vs_rhp,last_30,2026-3-21,2026-4-20,14,2026.0,MIN,450.0,11.1%,24.7%,0.5,0.23,0.322,0.395,0.718,0.165,0.271,54.0,1.9,0.323,104.0,2026-04-20
vs_rhp,last_30,2026-3-21,2026-4-20,15,2026.0,PHI,517.0,8.1%,22.2%,0.4,0.244,0.317,0.413,0.73,0.168,0.287,64.0,4.0,0.328,104.0,2026-04-20
